EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
491385,Shooting Permit,6/14/19 12:00,6/15/19 5:00,6/11/19 13:02,"Mayor's Office of Film, Theatre & Broadcasting","WEST   45 STREET between 9 AVENUE and 8 AVENUE,  9 AVENUE between WEST   46 STREET and WEST   45 STREET,  WEST   45 STREET between 10 AVENUE and 9 AVENUE,  9 AVENUE between WEST   45 STREET and WEST   43 STREET,  WEST   44 STREET between 9 AVENUE and 8 AVENUE,  WEST   44 STREET between 10 AVENUE and 9 AVENUE,  WEST   47 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   48 STREET and WEST   46 STREET,  11 AVENUE between WEST   47 STREET and WEST   46 STREET,  9 AVENUE between WEST   44 STREET and WEST   43 STREET",Manhattan,4,"14, 18",Television,Episodic series,United States of America,10036
492009,Shooting Permit,6/14/19 11:00,6/15/19 3:00,6/13/19 13:01,"Mayor's Office of Film, Theatre & Broadcasting","JEFFERSON STREET between IRVING AVENUE and WYCKOFF AVENUE,  IRVING AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  TROUTMAN STREET between ST NICHOLAS AVENUE and IRVING AVENUE,  IRVING AVENUE between TROUTMAN STREET and STARR STREET",Brooklyn,4,83,Television,Cable-episodic,United States of America,11237
490739,Shooting Permit,6/14/19 11:00,6/15/19 2:00,6/7/19 18:10,"Mayor's Office of Film, Theatre & Broadcasting","EAST    4 STREET between LAFAYETTE STREET and BROADWAY,  BROADWAY between EAST    4 STREET and WAVERLY PLACE,  BROADWAY between WASHINGTON PLACE and WEST    4 STREET,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WASHINGTON PLACE between MERCER STREET and BROADWAY,  HANOVER STREET between WALL STREET and BEAVER STREET,  EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and WALL STREET,  WALL STREET between WILLIAM STREET and PEARL STREET,  PEARL STREET between WALL STREET and HANOVER SQUARE,  PEARL STREET between WALL STREET and HANOVER STREET,  PEARL STREET between HANOVER SQUARE and COENTIES SLIP,  WATER STREET between OLD SLIP and MAIDEN LANE,  FRONT STREET between WALL STREET and MAIDEN LANE,  WALL STREET between WATER STREET and FRONT STREET,  MAIDEN LANE between WATER STREET and PEARL STREET",Manhattan,"1, 2, 3","1, 5, 6, 9",Television,Episodic series,United States of America,"10003, 10004, 10005, 10012, 10038"
491557,Shooting Permit,6/14/19 10:30,6/14/19 23:30,6/11/19 19:57,"Mayor's Office of Film, Theatre & Broadcasting","TRINITY PLACE between BARKER STREET and TAYLOR STREET,  BARKER STREET between WOODRUFF LANE and CASTLETON AVENUE,  TAYLOR STREET between RICHMOND TERRACE and DEGROOT PLACE,  PORT RICHMOND AVENUE between CASTLETON AVENUE and ALBION PLACE,  CASTLETON AVENUE between PARK AVENUE and PORT RICHMOND AVENUE,  CASTLETON AVENUE between PARK AVENUE and HEBERTON AVENUE,  PARK AVENUE between BENNETT STREET and ANN STREET,  PARK AVENUE between VREELAND STREET and BENNETT STREET,  BENNETT STREET between PORT RICHMOND AVENUE and HEBERTON AVENUE",Staten Island,1,"120, 121",Television,Episodic series,United States of America,"10302, 10310"
491535,Shooting Permit,6/14/19 10:00,6/14/19 23:59,6/11/19 17:35,"Mayor's Office of Film, Theatre & Broadcasting",WEST   45 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,"14, 18",Theater,Theater,United States of America,10036
490948,Shooting Permit,6/14/19 9:00,6/14/19 22:30,6/10/19 9:17,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
491372,Shooting Permit,6/14/19 8:00,6/14/19 23:00,6/11/19 12:28,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  WENLOCK STREET between LAKE AVENUE and SIMONSON AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
491808,Shooting Permit,6/14/19 7:00,6/14/19 22:00,6/12/19 15:41,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
492018,Shooting Permit,6/14/19 7:00,6/14/19 21:00,6/13/19 13:29,"Mayor's Office of Film, Theatre & Broadcasting","WEST  238 STREET between BROADWAY and BAILEY AVENUE,  WEST  231 STREET between KINGSBRIDGE AVENUE and BROADWAY,  BAILEY AVENUE between VAN CORTLANDT PARK SOUTH and BAILEY PLACE,  GODWIN TERRACE between WEST  231 STREET and WEST  230 STREET,  BROADWAY between WEST  233 STREET and WEST  230 STREET,  BROADWAY between WEST  225 STREET and WEST  228 STREET",Bronx,8,50,Television,Cable-episodic,United States of America,10463
491241,Shooting Permit,6/14/19 7:00,6/14/19 21:00,6/11/19 8:45,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between 5 AVENUE and MADISON AVENUE,  EAST   62 STREET between MADISON AVENUE and PARK AVENUE,  5 AVENUE between EAST   64 STREET and EAST   63 STREET,  MADISON AVENUE between EAST   63 STREET and EAST   62 STREET,  MADISON AVENUE between EAST   62 STREET and EAST   61 STREET",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,10065
491307,Shooting Permit,6/14/19 7:00,6/14/19 19:00,6/11/19 10:41,"Mayor's Office of Film, Theatre & Broadcasting","BRIDGE STREET between JOHN STREET and PLYMOUTH STREET,  SMITH STREET between WEST    9 STREET and HUNTINGTON STREET,  HUNTINGTON STREET between SMITH STREET and DEAD END",Brooklyn,"2, 6","76, 84",Still Photography,Not Applicable,United States of America,"11201, 11231"
491230,Shooting Permit,6/14/19 7:00,6/14/19 20:00,6/11/19 3:44,"Mayor's Office of Film, Theatre & Broadcasting","18 AVENUE between 55 STREET and 56 STREET,  18 AVENUE between 56 STREET and 57 STREET",Brooklyn,12,66,Still Photography,Not Applicable,United States of America,11204
491378,Shooting Permit,6/14/19 7:00,6/14/19 20:00,6/11/19 12:41,"Mayor's Office of Film, Theatre & Broadcasting","HOWARD STREET between BROADWAY and MERCER STREET,  MERCER STREET between CANAL STREET and HOWARD STREET",Manhattan,2,1,WEB,Not Applicable,United States of America,10013
491309,Shooting Permit,6/14/19 7:00,6/14/19 23:00,6/11/19 10:44,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  Kingsland Avenue between Greenpoint Avenue and North Henry Street",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
491975,Shooting Permit,6/14/19 7:00,6/14/19 23:30,6/13/19 11:55,"Mayor's Office of Film, Theatre & Broadcasting","WEST   37 STREET between 10 AVENUE and 11 AVENUE,  10 AVENUE between WEST   37 STREET and WEST   36 STREET,  WEST   16 STREET between 7 AVENUE and 8 AVENUE,  7 AVENUE between WEST   15 STREET and WEST   17 STREET,  8 AVENUE between WEST   17 STREET and WEST   16 STREET",Manhattan,4,"10, 13",Television,Episodic series,United States of America,"10011, 10018"
491101,Theater Load in and Load Outs,6/14/19 7:00,6/14/19 19:00,6/10/19 14:57,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
491493,Shooting Permit,6/14/19 6:00,6/14/19 18:00,6/11/19 15:44,"Mayor's Office of Film, Theatre & Broadcasting",WEST   40 STREET between 5 AVENUE and AVENUE OF THE AMERICAS,Manhattan,5,14,Still Photography,Not Applicable,United States of America,10018
491713,Shooting Permit,6/14/19 6:00,6/14/19 19:00,6/12/19 12:35,"Mayor's Office of Film, Theatre & Broadcasting","WEST   56 STREET between 10 AVENUE and 11 AVENUE,  WEST   43 STREET between 8 AVENUE and 9 AVENUE,  WELLINGTON COURT between EAST   17 STREET and DEAD END",Manhattan,"14, 4","14, 18, 70",Television,Reality,United States of America,"10019, 10036, 11230"
491034,Rigging Permit,6/14/19 6:00,6/14/19 20:00,6/10/19 12:24,"Mayor's Office of Film, Theatre & Broadcasting",WEST  187 STREET between OVERLOOK TERRACE and BENNETT AVENUE,Manhattan,12,34,Film,Feature,United States of America,10033
490635,Shooting Permit,6/14/19 6:00,6/14/19 16:00,6/7/19 14:35,"Mayor's Office of Film, Theatre & Broadcasting",HERKIMER STREET between NEW YORK AVENUE and BROOKLYN AVENUE,Brooklyn,3,79,Theater,Theater,United States of America,11216
491396,Shooting Permit,6/14/19 6:00,6/14/19 22:00,6/11/19 13:22,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 41 STREET and 43 STREET,  42 STREET between DEAD END and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
491277,Shooting Permit,6/14/19 6:00,6/14/19 18:00,6/11/19 9:52,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 35 STREET and 30 STREET,  STARR AVENUE between VAN DAM STREET and 34 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
491466,Rigging Permit,6/14/19 6:00,6/14/19 19:00,6/11/19 15:12,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
492089,Shooting Permit,6/14/19 5:00,6/14/19 10:00,6/13/19 16:44,"Mayor's Office of Film, Theatre & Broadcasting",WEST   47 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
485782,Theater Load in and Load Outs,6/14/19 0:01,6/14/19 23:59,5/17/19 15:23,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
489541,Theater Load in and Load Outs,6/14/19 0:01,6/14/19 23:59,6/4/19 11:16,"Mayor's Office of Film, Theatre & Broadcasting",WEST   56 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10106"
488089,Theater Load in and Load Outs,6/14/19 0:01,6/15/19 6:00,5/29/19 12:07,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
491646,Shooting Permit,6/14/19 0:00,6/14/19 13:00,6/12/19 10:11,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
491667,Shooting Permit,6/13/19 20:00,6/14/19 1:00,6/12/19 10:55,"Mayor's Office of Film, Theatre & Broadcasting",SURF AVENUE between WEST   12 STREET and WEST   10 STREET,Brooklyn,13,60,Still Photography,Not Applicable,United States of America,11224
490429,Shooting Permit,6/13/19 15:00,6/14/19 3:00,6/6/19 17:40,"Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   86 STREET and WEST   89 STREET,  RIVERSIDE DRIVE between WEST   86 STREET and WEST   87 STREET,  WEST   86 STREET between RIVERSIDE DRIVE and WEST END AVENUE,  WEST   86 STREET between WEST END AVENUE and BROADWAY,  WEST END AVENUE between WEST   86 STREET and WEST   87 STREET",Manhattan,7,"20, 24",Television,Cable-episodic,United States of America,10024
491205,Shooting Permit,6/13/19 13:00,6/14/19 1:00,6/10/19 20:50,"Mayor's Office of Film, Theatre & Broadcasting","DAVIDSON AVENUE between WEST  174 STREET and W. 175 STREET,  JEROME AVENUE between WEST  177 STREET and WEST  176 STREET",Bronx,5,46,Film,Feature,United States of America,10453
491092,Shooting Permit,6/13/19 11:00,6/14/19 2:00,6/10/19 14:38,"Mayor's Office of Film, Theatre & Broadcasting","MALCOLM X BOULEVARD between WEST  132 STREET and WEST  135 STREET,  WEST  135 STREET between MALCOLM X BOULEVARD and 5 AVENUE,  5 AVENUE between WEST  132 STREET and WEST  135 STREET,  LENOX TERRACE PLACE between WEST  134 STREET and WEST  135 STREET",Manhattan,"10, 11","25, 32",Film,Feature,United States of America,10037
491073,Shooting Permit,6/13/19 11:00,6/14/19 4:00,6/10/19 13:59,"Mayor's Office of Film, Theatre & Broadcasting","OVERLOOK TERRACE between WEST  184 STREET and WEST  187 STREET,  OVERLOOK TERRACE between WEST  187 STREET and WEST  190 STREET,  FORT WASHINGTON AVENUE between WEST  185 STREET and WEST  187 STREET,  WEST  187 STREET between OVERLOOK TERRACE and BENNETT AVENUE,  WEST  187 STREET between OVERLOOK TERRACE and BENNETT AVENUE,  BENNETT AVENUE between WEST  186 STREET and WEST  187 STREET,  BROADWAY between WEST  187 STREET and WEST  190 STREET,  BROADWAY between WEST  190 STREET and WEST  192 STREET,  BROADWAY between FAIRVIEW AVENUE and WEST  193 STREET,  BENNETT AVENUE between WEST  187 STREET and WEST  189 STREET,  WEST  181 STREET between FORT WASHINGTON AVENUE and MAGAW PLACE",Manhattan,12,34,Film,Feature,United States of America,"10033, 10040"
491319,Shooting Permit,6/13/19 10:00,6/14/19 2:00,6/11/19 10:56,"Mayor's Office of Film, Theatre & Broadcasting","WEST   58 STREET between 5 AVENUE and 6 AVENUE,  WEST 39TH STREET between 10 AVENUE and 11 AVENUE",Manhattan,"4, 5","10, 18",Commercial,Commercial,United States of America,"10018, 10019"
490636,Shooting Permit,6/13/19 9:00,6/13/19 18:00,6/7/19 14:37,"Mayor's Office of Film, Theatre & Broadcasting",WEST   56 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Reality,United States of America,10019
491561,Shooting Permit,6/13/19 9:00,6/14/19 1:00,6/11/19 20:17,"Mayor's Office of Film, Theatre & Broadcasting","BRUCKNER BOULEVARD between EAST  138 STREET and EAST  134 STREET,  EAST  135 STREET between BRUCKNER BOULEVARD and WILLOW AVENUE,  WILLOW AVENUE between EAST  136 STREET and EAST  133 STREET,  EAST  135 STREET between WILLOW AVENUE and WALNUT AVENUE,  EAST  134 STREET between WILLOW AVENUE and WALNUT AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
491085,Shooting Permit,6/13/19 9:00,6/13/19 20:00,6/10/19 14:28,"Mayor's Office of Film, Theatre & Broadcasting",WEST   17 STREET between 9 AVENUE and 10 AVENUE,Manhattan,"2, 4","10, 6",Still Photography,Not Applicable,United States of America,"10011, 10014"
491654,Rigging Permit,6/13/19 9:00,6/13/19 16:00,6/12/19 10:27,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
491178,Shooting Permit,6/13/19 8:00,6/13/19 21:00,6/10/19 18:35,"Mayor's Office of Film, Theatre & Broadcasting","PORT RICHMOND AVENUE between HARRISON AVENUE and ANN STREET,  PORT RICHMOND AVENUE between RICHMOND TERRACE and CHURCH STREET,  PORT RICHMOND AVENUE between CHURCH STREET and ANN STREET,  ANN STREET between PARK AVENUE and PORT RICHMOND AVENUE,  BENNETT STREET between PARK AVENUE and PORT RICHMOND AVENUE,  PARK AVENUE between ANN STREET and BENNETT STREET,  VREELAND STREET between PARK AVENUE and PORT RICHMOND AVENUE,  GROVE AVENUE between PORT RICHMOND AVENUE and MAPLE AVENUE,  CASTLETON AVENUE between HEBERTON AVENUE and PORT RICHMOND AVENUE",Staten Island,1,121,Television,Episodic series,United States of America,10302
491431,Shooting Permit,6/13/19 8:00,6/13/19 22:00,6/11/19 14:20,"Mayor's Office of Film, Theatre & Broadcasting","WEST   26 STREET between 12 AVENUE and 11 AVENUE,  WEST   27 STREET between 12 AVENUE and 11 AVENUE,  WEST   26 STREET between 12 AVENUE and 11 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE,  PARK AVENUE between EAST   72 STREET and EAST   76 STREET,  EAST   72 STREET between PARK AVENUE and LEXINGTON AVENUE,  3 AVENUE between EAST   74 STREET and EAST   78 STREET,  EAST   76 STREET between LEXINGTON AVENUE and THIRD AVENUE,  LEXINGTON AVENUE between EAST   76 STREET and EAST   77 STREET,  WEST   25 STREET between 11 AVENUE and 10 AVENUE,  11 AVENUE between WEST   25 STREET and WEST   26 STREET",Manhattan,"4, 8","10, 19",Television,Episodic series,United States of America,"10001, 10021, 10075"
491624,Shooting Permit,6/13/19 8:00,6/13/19 22:00,6/12/19 8:44,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between 5 AVENUE and MADISON AVENUE,  EAST   62 STREET between MADISON AVENUE and PARK AVENUE,  5 AVENUE between EAST   64 STREET and EAST   63 STREET,  MADISON AVENUE between EAST   63 STREET and EAST   62 STREET,  MADISON AVENUE between EAST   62 STREET and EAST   61 STREET",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,10065
490944,Shooting Permit,6/13/19 8:00,6/13/19 21:00,6/10/19 9:09,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
490577,Shooting Permit,6/13/19 7:00,6/13/19 19:00,6/7/19 12:13,"Mayor's Office of Film, Theatre & Broadcasting",GRAND STREET between VARICK STREET and 6 AVENUE,Manhattan,2,1,Still Photography,Not Applicable,United States of America,"10012, 10013"
491067,Shooting Permit,6/13/19 7:00,6/13/19 23:00,6/10/19 13:48,"Mayor's Office of Film, Theatre & Broadcasting","JEFFERSON STREET between IRVING AVENUE and WYCKOFF AVENUE,  IRVING AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  TROUTMAN STREET between ST NICHOLAS AVENUE and IRVING AVENUE,  IRVING AVENUE between TROUTMAN STREET and STARR STREET",Brooklyn,4,83,Television,Cable-episodic,United States of America,11237
491357,Shooting Permit,6/13/19 7:00,6/13/19 22:00,6/11/19 12:19,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between DORAN AVENUE and COOPER AVENUE,Queens,5,104,Television,Not Applicable,United States of America,11385
491161,Shooting Permit,6/13/19 7:00,6/13/19 23:00,6/10/19 17:16,"Mayor's Office of Film, Theatre & Broadcasting",HOWARD AVENUE between CAMPUS ROAD and HILLSIDE AVENUE,Staten Island,1,120,Film,Feature,United States of America,10301
490107,Shooting Permit,6/13/19 7:00,6/13/19 23:00,6/5/19 16:48,"Mayor's Office of Film, Theatre & Broadcasting","BORDEN AVE between 2 STREET and 5 STREET,  2 STREET between BORDEN AVENUE and 54 AVENUE",Queens,2,108,Film,Feature,United States of America,11101
491171,Shooting Permit,6/13/19 7:00,6/13/19 20:00,6/10/19 18:03,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,13,WEB,Not Applicable,United States of America,10010
491133,Shooting Permit,6/13/19 7:00,6/13/19 21:00,6/10/19 16:01,"Mayor's Office of Film, Theatre & Broadcasting","LAFAYETTE STREET between EAST    4 STREET and ASTOR PLACE,  LAFAYETTE STREET between ASTOR PLACE and EAST    4 STREET,  EAST    4 STREET between BROADWAY and LAFAYETTE STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  NELSON STREET between SMITH STREET and COURT STREET,  COURT STREET between HUNTINGTON STREET and 3 PLACE,  COURT STREET between 2 PLACE and LUQUER STREET,  SMITH STREET between HALLECK STREET and BAY STREET",Manhattan,"2, 6","76, 9",Film,Feature,United States of America,"10003, 10012, 11231"
491032,Shooting Permit,6/13/19 7:00,6/13/19 20:00,6/10/19 12:20,"Mayor's Office of Film, Theatre & Broadcasting",10 AVENUE between WEST   18 STREET and WEST   19 STREET,Manhattan,4,10,Still Photography,Not Applicable,United States of America,10011
491491,Shooting Permit,6/13/19 7:00,6/13/19 20:00,6/11/19 15:43,"Mayor's Office of Film, Theatre & Broadcasting",7 AVENUE between CENTRAL PARK SOUTH and WEST   58 STREET,Manhattan,5,18,Still Photography,Not Applicable,United States of America,10019
491239,Shooting Permit,6/13/19 6:30,6/13/19 12:00,6/11/19 8:41,"Mayor's Office of Film, Theatre & Broadcasting",WEST   67 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,Manhattan,7,20,Television,Talk Show,United States of America,10023
489980,Shooting Permit,6/13/19 6:00,6/13/19 21:00,6/5/19 13:10,"Mayor's Office of Film, Theatre & Broadcasting",EAST   19 STREET between DITMAS AVENUE and DORCHESTER ROAD,Brooklyn,14,70,Commercial,Commercial,United States of America,11226
491235,Shooting Permit,6/13/19 6:00,6/13/19 20:00,6/11/19 8:30,"Mayor's Office of Film, Theatre & Broadcasting",ESSEX STREET between EAST HOUSTON STREET and STANTON STREET,Manhattan,3,7,Still Photography,Not Applicable,United States of America,10002
491804,Theater Load in and Load Outs,6/13/19 6:00,6/14/19 6:00,6/12/19 15:37,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
491437,Rigging Permit,6/13/19 6:00,6/13/19 19:00,6/11/19 14:30,"Mayor's Office of Film, Theatre & Broadcasting","12TH AVE between WEST  133 STREET and WEST  135 STREET,  WEST  135 STREET between RIVERSIDE DRIVE and BROADWAY,  12 AVENUE between WEST  135 STREET and WEST  138 STREET",Manhattan,9,30,Film,Feature,United States of America,"10027, 10031"
490393,Shooting Permit,6/13/19 6:00,6/13/19 23:00,6/6/19 16:11,"Mayor's Office of Film, Theatre & Broadcasting",WEST   31 STREET between AVENUE OF THE AMERICAS and 7 AVENUE,Manhattan,5,14,Commercial,Promo,United States of America,10001
490631,Rigging Permit,6/13/19 6:00,6/13/19 20:00,6/7/19 14:14,"Mayor's Office of Film, Theatre & Broadcasting",WEST  173 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,Manhattan,12,33,Film,Feature,United States of America,10032
491464,Rigging Permit,6/13/19 6:00,6/13/19 19:00,6/11/19 15:07,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
491211,Shooting Permit,6/13/19 6:00,6/13/19 22:00,6/10/19 21:50,"Mayor's Office of Film, Theatre & Broadcasting","PROSPECT PARK SOUTHWEST between 11 AVENUE and WINDSOR PLACE,  WINTHROP STREET between FLATBUSH AVENUE and BEDFORD AVENUE,  PARKSIDE AVENUE between FLATBUSH AVENUE and BEDFORD AVENUE,  FLATBUSH AVENUE between PARKSIDE AVENUE and FENIMORE STREET",Brooklyn,"55, 7, 9","71, 72, 78",Film,Feature,United States of America,"11215, 11218, 11225, 11226"
491252,Shooting Permit,6/13/19 4:00,6/13/19 21:00,6/11/19 9:24,"Mayor's Office of Film, Theatre & Broadcasting",EAST   18 STREET between DITMAS AVENUE and DORCHESTER ROAD,Brooklyn,14,70,WEB,Not Applicable,United States of America,11226
490493,Theater Load in and Load Outs,6/13/19 2:00,6/13/19 10:00,6/7/19 6:10,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Television,Morning Show,United States of America,10036
488071,Theater Load in and Load Outs,6/13/19 0:01,6/14/19 6:00,5/29/19 11:39,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
488354,Theater Load in and Load Outs,6/13/19 0:01,6/18/19 6:00,5/30/19 9:52,"Mayor's Office of Film, Theatre & Broadcasting","WEST   35 STREET between 7 AVENUE and 8 AVENUE,  WEST   35 STREET between 8 AVENUE and 9 AVENUE,  WEST   34 STREET between 8 AVENUE and 9 AVENUE",Manhattan,"4, 5",14,Theater,Theater,United States of America,10001
491177,Shooting Permit,6/12/19 14:00,6/13/19 3:30,6/10/19 18:29,"Mayor's Office of Film, Theatre & Broadcasting","28 AVENUE between 35 STREET and 36 STREET,  28 AVENUE between 36 STREET and 37 STREET,  28 AVENUE between STEINWAY STREET and 38 STREET,  STEINWAY STREET between 28 AVENUE and ASTORIA BOULEVARD",Queens,1,114,Film,Feature,United States of America,11103
490922,Shooting Permit,6/12/19 13:00,6/13/19 1:00,6/10/19 3:00,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between W. 174 STREET and W.175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
491373,Shooting Permit,6/12/19 10:30,6/13/19 0:30,6/11/19 12:33,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between UNION AVENUE and LORIMER STREET,  GRAND STREET between UNION AVENUE and LORIMER STREET,  VERNON BOULEVARD between 43 AVENUE and QUEENS PLAZA SOUTH,  VERNON BOULEVARD between 40 AVENUE and QUEENSBORO BR BIKE PATH,  LORIMER STREET between GRAND STREET and METROPOLITAN AVENUE",Brooklyn,"1, 2","108, 114, 90, 94",Television,Episodic series,United States of America,"11101, 11211"
490734,Shooting Permit,6/12/19 10:00,6/13/19 1:00,6/7/19 17:25,"Mayor's Office of Film, Theatre & Broadcasting","PINE STREET between BROADWAY and WILLIAM STREET,  NASSAU STREET between PINE STREET and CEDAR STREET,  NASSAU STREET between CEDAR STREET and LIBERTY STREET,  CEDAR STREET between BROADWAY and NASSAU STREET,  LIBERTY STREET between NASSAU STREET and WILLIAM STREET,  WILLIAM STREET between LIBERTY STREET and PINE STREET,  BEAVER STREET between BROAD STREET and WILLIAM STREET,  PEARL STREET between WILLIAM STREET and WALL STREET,  PEARL STREET between COENTIES SLIP and WILLIAM STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  WATER STREET between OLD SLIP and MAIDEN LANE,  WALL STREET between WATER STREET and FRONT STREET,  FRONT STREET between WALL STREET and MAIDEN LANE,  MAIDEN LANE between WATER STREET and PEARL STREET,  SOUTH WILLIAM STREET between WILLIAM STREET and MILL LANE",Manhattan,"1, 3","1, 5",Television,Episodic series,United States of America,"10004, 10005, 10006, 10038, 10045, 10271"
